ticket,symbol,profit,signal_conf,target_win,is_buy,hold_min,sl_distance,tp_distance,rr_ratio,dollar_risk,m1_scalp,m1_range_aligned,m1_has_pullback,h4_aligned,conqueror_bull,conqueror_bear,conqueror_bonus,channel_breakout,channel_bonus,ema50_bonus,model_m1_scalp,model_silver_ar,model_turtle_soup,model_fx_london,model_slingshot,model_ict,eu_london_breakout,eu_ny_reversion,eu_tight_range,eu_z_score,eu_asian_range_pips,kz_Asian,kz_London,kz_London_NY,kz_London_PM,kz_NY_Open,kz_NY_PM2,kz_Other,asset_Commodity,asset_Forex,asset_Index,regime_HIGH,regime_NORMAL,regime_UNKNOWN,hour_sin,hour_cos,dow_sin,dow_cos
8592067428,XAUUSD,-5.14,0.99,0,0,2.9833333333333334,4.869999999999891,8.530000000000655,1.7515400410679356,4.869999999999891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.25881904510252157,0.9659258262890681,0.0,1.0
8592094182,XAUUSD,11.14,0.99,1,0,11.033333333333333,7.069999999999709,11.0600000000004,1.5643564356436854,7.069999999999709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,0.9510565162951535,0.30901699437494745
8592094193,XAGUSD,18.15,0.98,1,0,11.016666666666667,0.22400000000000375,0.36199999999999477,1.6160714285713782,11.200000000000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,0.9510565162951535,0.30901699437494745
8592131823,XAGUSD,-9.75,0.99,0,0,3.35,0.3930000000000007,0.6839999999999975,1.7404580152671663,19.650000000000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,0.9510565162951535,0.30901699437494745
8592131865,XAGUSD,-11.2,0.99,0,0,3.3,0.3260000000000076,0.6129999999999995,1.880368098159464,16.30000000000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,0.9510565162951535,0.30901699437494745
8592154984,XAGUSD,-8.05,0.98,0,1,3.4,0.38700000000000045,0.5790000000000077,1.4961240310077701,19.350000000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.25881904510252074,0.9659258262890683,0.9510565162951535,0.30901699437494745
8592154982,XAUUSD,-18.12,0.99,0,1,14.45,18.100000000000364,27.63000000000011,1.52651933701655,18.100000000000364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.25881904510252074,0.9659258262890683,0.9510565162951535,0.30901699437494745
8592202440,XAUUSD,-4.04,0.98,0,0,3.2666666666666666,10.680000000000291,14.760000000000218,1.382022471910095,10.680000000000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745
8592204003,XAUUSD,-4.66,0.99,0,0,3.816666666666667,9.6899999999996,14.289999999999964,1.474716202270439,9.6899999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745
8592225354,XAGUSD,20.2,0.99,1,0,5.216666666666667,0.23999999999999488,0.402000000000001,1.67500000000004,11.999999999999746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.9510565162951535,0.30901699437494745
8592243822,XAGUSD,13.1,0.9199999999999999,1,0,4.75,0.16400000000000148,0.25900000000000034,1.5792682926829147,8.200000000000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745
8592338964,XAGUSD,2.65,0.99,1,1,0.05,0.6189999999999998,0.05100000000000193,0.08239095315024549,30.949999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745
8592374980,XAUUSD,15.59,0.99,1,1,5.816666666666666,9.700000000000728,15.279999999999745,1.5752577319586185,9.700000000000728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745
8592428904,XAGUSD,12.75,0.99,1,1,2.0166666666666666,0.34200000000001296,0.24799999999999045,0.7251461988303539,17.100000000000648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745
8592428990,XAGUSD,-11.3,0.99,0,1,5.666666666666667,0.21699999999999875,0.3960000000000008,1.8248847926267422,10.849999999999936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,0.9510565162951535,0.30901699437494745
8592473217,XAGUSD,19.15,0.99,1,1,11.8,0.2150000000000034,0.37699999999999534,1.7534883720929737,10.75000000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745
8592515542,XAGUSD,-6.3,0.99,0,0,4.766666666666667,0.19299999999999784,0.35899999999999466,1.8601036269429982,9.649999999999892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,0.9510565162951535,0.30901699437494745
8592550969,XAUUSD,-6.46,0.99,0,0,2.2333333333333334,6.289999999999964,9.319999999999709,1.481717011128738,6.289999999999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.9510565162951535,0.30901699437494745
8592589355,XAGUSD,-9.9,0.99,0,1,1.5,0.18500000000000227,0.31099999999999284,1.6810810810810217,9.250000000000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.9510565162951535,0.30901699437494745
8592587370,XAUUSD,8.22,0.99,1,1,3.45,4.710000000000036,8.159999999999854,1.7324840764330767,4.710000000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.9510565162951535,0.30901699437494745
8592644886,XAUUSD,-6.75,0.99,0,1,18.283333333333335,6.25,8.779999999999745,1.4047999999999592,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.258819045102521,-0.9659258262890682,0.9510565162951535,0.30901699437494745
8592753309,XAUUSD,-4.19,0.99,0,1,3.183333333333333,9.710000000000036,15.920000000000073,1.6395468589083433,9.710000000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.2588190451025208,-0.9659258262890683,0.9510565162951535,0.30901699437494745
8593295374,XAUUSD,-6.87,0.99,0,1,12.966666666666667,6.8200000000006185,10.489999999999782,1.5381231671552538,6.8200000000006185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.9510565162951535,0.30901699437494745
8593339559,XAGUSD,11.0,0.99,1,1,2.55,0.125,0.2079999999999984,1.6639999999999873,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,False,-0.25881904510252157,0.9659258262890681,0.9510565162951535,0.30901699437494745
8593343015,XAUUSD,10.99,0.99,1,1,1.0333333333333334,8.579999999999927,10.409999999999854,1.2132867132867067,8.579999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.25881904510252157,0.9659258262890681,0.9510565162951535,0.30901699437494745
8593385219,XAUUSD,-7.02,0.95,0,1,1.95,5.010000000000218,8.609999999999673,1.7185628742513568,5.010000000000218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,0.5877852522924732,-0.8090169943749473
8593404420,XAUUSD,8.94,0.98,1,1,14.45,6.3400000000001455,8.929999999999382,1.408517350157599,6.3400000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.25881904510252074,0.9659258262890683,0.5877852522924732,-0.8090169943749473
8593429851,XAGUSD,10.65,0.95,1,0,0.6166666666666667,0.13100000000000023,0.18200000000000216,1.3893129770992507,6.550000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473
8593447817,XAGUSD,-7.7,0.99,0,1,3.566666666666667,0.1529999999999916,0.30299999999999727,1.9803921568628362,7.649999999999579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.5877852522924732,-0.8090169943749473
8593465473,XAUUSD,-3.94,0.99,0,0,0.5166666666666667,3.4099999999998545,5.180000000000291,1.5190615835778627,3.4099999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.5877852522924732,-0.8090169943749473
8593484502,XAUUSD,-1.96,0.99,0,1,1.7833333333333334,1.7899999999999636,2.6799999999993815,1.4972067039102994,1.7899999999999636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473
8593507603,XAGUSD,7.75,0.95,1,0,12.366666666666667,0.14799999999999613,0.15399999999999636,1.0405405405405432,7.399999999999807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,0.25881904510252074,0.5877852522924732,-0.8090169943749473
8593510628,XAUUSD,4.92,0.99,1,0,3.4,3.2899999999999636,4.900000000000546,1.4893617021278418,3.2899999999999636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,0.9659258262890683,0.25881904510252074,0.5877852522924732,-0.8090169943749473
8593548961,XAUUSD,-6.34,0.99,0,0,0.9166666666666666,6.3200000000006185,10.109999999999673,1.599683544303589,6.3200000000006185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473
8593577728,XAGUSD,-8.4,0.99,0,1,0.95,0.16400000000000148,0.2740000000000009,1.6707317073170636,8.200000000000074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473
8593631001,XAUUSD,-4.83,0.99,0,0,3.5833333333333335,4.420000000000073,6.449999999999818,1.4592760180994824,4.420000000000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,0.9659258262890683,-0.25881904510252063,0.5877852522924732,-0.8090169943749473
8593662974,XAGUSD,11.35,0.95,1,0,1.8833333333333333,0.14200000000001012,0.22299999999999898,1.5704225352111485,7.100000000000506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473
8593693980,XAUUSD,-5.34,0.99,0,1,12.266666666666667,5.050000000000182,7.5900000000001455,1.5029702970296777,5.050000000000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,0.7071067811865476,-0.7071067811865475,0.5877852522924732,-0.8090169943749473
8593737178,XAGUSD,18.25,0.99,1,1,56.2,0.28600000000000136,0.35200000000000387,1.2307692307692384,14.300000000000068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,0.5877852522924732,-0.8090169943749473
8593737277,XAGUSD,19.4,0.99,1,1,37.6,0.22299999999999898,0.3830000000000098,1.71748878923772,11.14999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473
8593858924,XAUUSD,9.94,0.99,1,0,4.25,6.1599999999998545,9.150000000000546,1.4853896103897342,6.1599999999998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473
8593901623,XAUUSD,-5.78,0.99,0,1,3.283333333333333,8.410000000000764,10.599999999999454,1.2604042806181321,8.410000000000764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473
8593901637,XAGUSD,-7.25,0.99,0,1,3.316666666666667,0.16899999999999693,0.2820000000000107,1.6686390532545314,8.449999999999847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473
8593902463,XAGUSD,15.3,0.99,1,1,5.5,0.1880000000000024,0.28000000000000114,1.4893617021276466,9.40000000000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473
8594038380,XAUUSD,8.49,0.99,1,0,10.833333333333334,5.8400000000001455,8.460000000000036,1.4486301369862715,5.8400000000001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.5877852522924732,-0.8090169943749473
8594231962,XAGUSD,-5.25,0.99,0,1,4.3,0.1770000000000067,0.29399999999999693,1.661016949152462,8.850000000000335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473
8594267879,XAGUSD,-3.3,0.99,0,1,3.75,0.10900000000000887,0.18099999999999739,1.6605504587154372,5.450000000000443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473
8594328405,XAUUSD,8.55,0.99,1,1,0.9,6.050000000000182,8.5,1.4049586776859082,6.050000000000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.9659258262890684,0.2588190451025203,0.5877852522924732,-0.8090169943749473
8594377108,XAUUSD,7.54,0.99,1,0,2.1666666666666665,4.720000000000255,6.899999999999636,1.461864406779505,4.720000000000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473
8594429215,XAGUSD,-10.6,0.99,0,0,2.6333333333333333,0.20300000000000296,0.3509999999999991,1.7290640394088372,10.150000000000148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.5877852522924732,-0.8090169943749473
8594454007,XAUUSD,9.46,0.99,1,0,2.966666666666667,5.710000000000036,9.340000000000146,1.6357267950963372,5.710000000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.5877852522924732,-0.8090169943749473
8594454013,XAGUSD,13.05,0.99,1,0,1.7166666666666666,0.13400000000000034,0.2330000000000041,1.73880597014928,6.700000000000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.25881904510252157,0.9659258262890681,0.5877852522924732,-0.8090169943749473
8594471079,XAGUSD,10.2,0.8999999999999999,1,0,3.933333333333333,0.12399999999999523,0.1910000000000025,1.5403225806452407,6.199999999999761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.25881904510252157,0.9659258262890681,0.5877852522924732,-0.8090169943749473
8594487984,XAGUSD,13.95,0.98,1,1,4.1,0.18199999999998795,0.25,1.3736263736264647,9.099999999999397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.0,1.0,-0.587785252292473,-0.8090169943749475
8594515019,XAGUSD,13.9,0.98,1,1,29.3,0.2609999999999957,0.2780000000000058,1.065134099616898,13.049999999999784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.25881904510252074,0.9659258262890683,-0.587785252292473,-0.8090169943749475
8594540060,XAUUSD,6.04,0.99,1,0,1.9833333333333334,4.300000000000182,5.979999999999563,1.3906976744184443,4.300000000000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475
8594557253,XAUUSD,-4.01,0.99,0,1,1.2833333333333334,3.9799999999995634,5.5600000000004,1.3969849246233694,3.9799999999995634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,0.7071067811865476,-0.587785252292473,-0.8090169943749475
8594557256,XAGUSD,-8.3,0.9199999999999999,0,1,1.0833333333333333,0.15800000000000125,0.2079999999999984,1.3164556962025111,7.9000000000000625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,0.7071067811865476,-0.587785252292473,-0.8090169943749475
8594577070,XAGUSD,-4.8,0.9299999999999999,0,1,0.5833333333333334,0.08399999999998897,0.12600000000000477,1.5000000000002538,4.199999999999449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475
8594590974,XAGUSD,5.5,0.99,1,0,3.6333333333333333,0.06999999999999318,0.1039999999999992,1.4857142857144192,3.499999999999659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475
8594597742,XAGUSD,-2.1,0.99,0,1,3.45,0.06300000000000239,0.10699999999999932,1.6984126984126233,3.1500000000001194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475
8594619512,XAUUSD,12.14,0.99,1,0,1.6833333333333333,4.730000000000473,7.329999999999927,1.5496828752641003,4.730000000000473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,0.9659258262890683,0.25881904510252074,-0.587785252292473,-0.8090169943749475
8594653206,XAGUSD,-19.05,0.97,0,0,26.583333333333332,0.3500000000000085,0.5960000000000036,1.7028571428571118,17.500000000000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475
8594654359,XAGUSD,31.2,0.8999999999999999,1,0,12.083333333333334,0.3499999999999943,0.5859999999999985,1.6742857142857372,17.499999999999716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475
8594716743,XAGUSD,-13.55,0.8300000000000001,0,1,3.216666666666667,0.5990000000000038,0.8239999999999981,1.3756260434056642,29.950000000000188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,-0.587785252292473,-0.8090169943749475
8594716741,XAUUSD,-6.12,0.78,0,1,3.316666666666667,20.100000000000364,119.59000000000015,5.9497512437809945,20.100000000000364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,-0.587785252292473,-0.8090169943749475
8594751091,XAGUSD,-8.9,0.99,0,0,0.6,0.1670000000000016,0.3100000000000023,1.8562874251496966,8.35000000000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,-0.587785252292473,-0.8090169943749475
8594788080,XAUUSD,26.8,0.99,1,0,4.416666666666667,8.819999999999709,12.409999999999854,1.40702947845808,17.639999999999418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475
8594826543,XAUUSD,-9.62,0.98,0,1,3.033333333333333,9.470000000000255,15.36999999999989,1.6230200633579175,9.470000000000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475
8594826567,XAGUSD,-20.4,0.99,0,1,3.8666666666666667,0.6119999999999948,0.32099999999999795,0.5245098039215698,30.59999999999974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475
8594871817,XAUUSD,-14.66,0.99,0,1,1.1833333333333333,6.980000000000473,10.679999999999382,1.5300859598851946,13.960000000000946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,-0.587785252292473,-0.8090169943749475
8594903413,XAUUSD,9.12,0.99,1,1,4.716666666666667,6.039999999999964,8.94000000000051,1.480132450331219,6.039999999999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,-0.587785252292473,-0.8090169943749475
8594950275,XAGUSD,-16.4,0.99,0,1,9.0,0.32200000000000273,0.15800000000000125,0.4906832298136643,16.100000000000136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.258819045102521,-0.9659258262890682,-0.587785252292473,-0.8090169943749475
8594950533,XAGUSD,-9.4,0.99,0,1,7.516666666666667,0.18500000000000227,0.3190000000000026,1.7243243243243174,9.250000000000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,0.258819045102521,-0.9659258262890682,-0.587785252292473,-0.8090169943749475
8595060912,XAGUSD,-11.1,0.97,0,0,9.7,0.22099999999998943,0.37700000000000955,1.7058823529413012,11.049999999999473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475
8595107016,XAGUSD,-13.5,0.99,0,0,6.166666666666667,0.26500000000000057,0.4440000000000026,1.6754716981132138,13.250000000000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.2588190451025208,-0.9659258262890683,-0.587785252292473,-0.8090169943749475
8595164524,XAGUSD,20.2,0.99,1,1,17.366666666666667,0.24099999999999966,0.402000000000001,1.6680497925311268,12.049999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475
8595224652,XAGUSD,-7.1,0.99,0,1,3.183333333333333,0.24100000000001387,0.4029999999999916,1.6721991701243502,12.050000000000693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.7071067811865471,-0.7071067811865479,-0.587785252292473,-0.8090169943749475
8595271089,XAGUSD,11.65,0.99,1,0,1.4,0.1530000000000058,0.23099999999999454,1.5098039215685346,7.65000000000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.7071067811865471,-0.7071067811865479,-0.587785252292473,-0.8090169943749475
8595310944,XAGUSD,-7.45,0.99,0,0,4.7,0.284000000000006,0.48399999999999466,1.7042253521126212,14.200000000000301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475
