ticket,symbol,profit,ict_score,signal_conf,target_win,is_buy,hold_min,sl_distance,tp_distance,rr_ratio,dollar_risk,smc_stack_score,smc_structure_q,smc_has_ifvg,smc_has_breaker,smc_has_void,smc_has_mss,smc_bonus,m1_scalp,m1_range_aligned,h4_aligned,kz_Asian,kz_London,kz_London_NY,kz_London_PM,kz_NY_Open,kz_NY_PM2,kz_Other,asset_Commodity,asset_Crypto,asset_Forex,asset_Index,regime_HIGH,regime_NORMAL,regime_UNKNOWN,hour_sin,hour_cos,dow_sin,dow_cos
8580454025,EURGBP,5.8100000000000005,0.85,0.85,1,0,378.3666666666667,0.0006899999999999684,0.0011999999999999789,1.7391304347826577,6.899999999999685,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,0.9659258262890683,-0.25881904510252063,-0.587785252292473,-0.8090169943749475
8580519358,GBPUSD,-73.32,0.8999999999999999,0.8999999999999999,0,0,108.83333333333333,0.0009399999999999409,0.0034199999999999786,3.6382978723406314,73.31999999999539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,0.7071067811865476,-0.7071067811865475,-0.587785252292473,-0.8090169943749475
8580616494,Germany 40,-102.24,0.775,0.775,0,0,7.55,62.780000000002474,382.6800000000003,6.095571838164785,878.9200000000346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,True,True,False,False,0.49999999999999994,-0.8660254037844387,-0.587785252292473,-0.8090169943749475
8580518496,GBPJPY,27.51,0.8999999999999999,0.8999999999999999,1,1,77.81666666666666,0.12000000000000455,0.2230000000000132,1.858333333333373,93.60000000000355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,0.49999999999999994,-0.8660254037844387,-0.587785252292473,-0.8090169943749475
8581330590,BTCUSD,-58.3,0.92,0.92,0,0,1.15,112.9380000000092,367.0619999999908,3.250119534611565,56.4690000000046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,0.0,1.0,-0.9510565162951536,0.30901699437494723
8581445659,AUDUSD,-46.97,0.756,0.756,0,1,12.95,0.0006099999999999994,0.0025600000000000067,4.196721311475425,46.969999999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
8581612721,US Tech 100,-10.43,0.71,0.71,0,0,4.866666666666666,44.14999999999782,57.70000000000073,1.3069082672707493,309.0499999999847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,True,False,False,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723
8581596008,US SP 500,-6.38,0.75,0.75,0,0,13.433333333333334,8.930000000000291,22.36999999999989,2.5050391937289094,62.51000000000203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,True,False,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723
8584001459,BTCUSD,30.05,0.69,0.69,1,1,25.633333333333333,118.34100000000035,361.65899999999965,3.056075240195694,44.969580000000136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387,0.0,1.0
8584090404,XAUUSD,-86.52,0.655,0.655,0,0,13.016666666666667,4.0700000000006185,51.1299999999992,12.562653562651457,85.47000000001299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,0.9659258262890683,0.25881904510252074,0.0,1.0
8584223476,USDJPY,22.66,0.795,0.795,1,1,49.233333333333334,0.11899999999999977,0.44599999999999795,3.7478991596638553,90.43999999999983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True,False,0.8660254037844387,-0.4999999999999998,0.0,1.0
8584225240,USDJPY,-57.32,0.8999999999999999,0.8999999999999999,0,1,80.25,0.12000000000000455,0.4449999999999932,3.708333333333136,91.20000000000346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.0,1.0
8584564388,EURUSD,-15.2,0.803,0.803,0,0,3.3333333333333335,0.000600000000000156,0.0018400000000000638,3.066666666665976,45.60000000001185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0
8584625885,XAGUSD,68.96,0.8999999999999999,0.8999999999999999,1,0,344.7,0.5570000000000022,3.9239999999999924,7.0448833034110905,278.5000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,-1.0,-1.8369701987210297e-16,0.0,1.0
8585028044,XAUUSD,-63.22,0.8999999999999999,0.8999999999999999,0,0,3.2666666666666666,1.7999999999992724,30.94000000000051,17.18888888889612,104.39999999995779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,0.7071067811865476,0.7071067811865476,0.9510565162951535,0.30901699437494745
8585542865,BTCUSD,-45.92,0.8,0.8,0,1,14.216666666666667,303.52700000000186,912.5290000000095,3.006417880452164,45.529050000000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745
8585561086,BTCUSD,-46.98,0.8,0.8,0,1,10.483333333333333,304.58000000000175,927.5220000000118,3.045249195613653,45.68700000000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,-0.7071067811865471,-0.7071067811865479,0.9510565162951535,0.30901699437494745
8586111320,XAUUSD,-45.3,0.8,0.8,0,1,3.3333333333333335,7.300000000000182,21.779999999999745,2.983561643835507,73.00000000000182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,0.9659258262890683,-0.25881904510252063,0.5877852522924732,-0.8090169943749473
8586800256,XAUUSD,72.88,0.99,0.99,1,0,17.133333333333333,17.039999999999964,43.090000000000146,2.5287558685446148,170.39999999999964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,-0.9659258262890684,0.2588190451025203,0.5877852522924732,-0.8090169943749473
8587056584,GBPUSD,-23.79,0.717,0.717,0,0,3.533333333333333,0.0007100000000002105,0.0021999999999999797,3.0985915492948277,43.310000000012835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True,False,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475
8587075585,XAUUSD,96.4,0.77,0.77,1,0,4.283333333333333,1.6300000000001091,60.13000000000011,36.88957055214484,65.20000000000437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True,False,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475
8587089995,XAUUSD,64.05,0.745,0.745,1,0,4.833333333333333,1.6700000000000728,63.1899999999996,37.83832335329153,68.47000000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,True,False,0.7071067811865476,0.7071067811865476,-0.587785252292473,-0.8090169943749475
8587577963,GBPUSD,0.48,0.932,0.932,1,0,19.683333333333334,0.0005800000000000249,0.0018100000000000893,3.1206896551724337,22.040000000000948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True,False,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475
8588441140,XAGUSD,-729.6,0.8999999999999999,0.8999999999999999,0,1,3.2666666666666666,0.7059999999999889,2.1470000000000056,3.0410764872521807,2259.1999999999643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,-0.9510565162951536,0.30901699437494723
8588670778,BTCUSD,1.6,0.705,0.705,1,1,55.666666666666664,187.89100000000326,1071.8139999999985,5.704445662644725,1.8789100000000327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True,False,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723
8588908044,XAGUSD,123.0,0.772,0.772,1,0,38.4,0.6009999999999991,2.028000000000006,3.374376039933459,300.49999999999955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723
8590706924,XAGUSD,-16.85,0.8999999999999999,0.8999999999999999,0,0,2.7,0.3359999999999985,0.06900000000000261,0.20535714285715154,16.799999999999926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.9510565162951535,0.30901699437494773
8590769317,BTCUSD,-9.82,0.99,0.99,0,0,8.116666666666667,159.60299999998824,295.1970000000001,1.84957049679531,9.576179999999294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,0.0,1.0,0.0,1.0
8590812502,BTCUSD,-2.46,0.8999999999999999,0.8999999999999999,0,0,7.5,122.57700000000477,229.1820000000007,1.8696982304999452,2.4515400000000955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,0.0,1.0,0.0,1.0
8590812776,XAUUSD,-96.65,0.8999999999999999,0.8999999999999999,0,1,0.65,18.390000000000327,26.609999999999673,1.4469820554648831,91.95000000000164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.0,1.0,0.0,1.0
8590850553,XAUUSD,20.66,0.8999999999999999,0.8999999999999999,1,0,7.083333333333333,10.269999999999527,15.680000000000291,1.5267770204480051,10.269999999999527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.25881904510252074,0.9659258262890683,0.0,1.0
8590850560,XAGUSD,-17.45,0.89,0.89,0,0,3.316666666666667,0.3410000000000082,0.5579999999999927,1.6363636363635758,17.05000000000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.25881904510252074,0.9659258262890683,0.0,1.0
8590850562,BTCUSD,-1.05,0.8999999999999999,0.8999999999999999,0,0,3.3,102.70100000000093,181.4149999999936,1.7664384962170958,1.0270100000000093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,0.25881904510252074,0.9659258262890683,0.0,1.0
8590873287,XAUUSD,16.53,0.95,0.95,1,0,4.166666666666667,12.420000000000073,16.0,1.2882447665056285,12.420000000000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.0,1.0
8590873293,XAGUSD,27.6,0.87,0.87,1,0,4.116666666666666,0.32799999999998875,0.44299999999999784,1.3506097560976007,16.399999999999437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.0,1.0
8590897062,XAUUSD,-11.43,0.8999999999999999,0.8999999999999999,0,1,5.85,10.739999999999782,15.229999999999563,1.4180633147113475,10.739999999999782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.0,1.0
8590897071,XAGUSD,-19.8,0.8999999999999999,0.8999999999999999,0,1,5.85,0.3889999999999958,0.5829999999999984,1.4987146529563102,19.44999999999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.0,1.0
8590897078,BTCUSD,-1.06,0.8999999999999999,0.8999999999999999,0,1,2.65,103.52700000000186,174.07699999999022,1.681464738667083,1.0352700000000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,True,False,0.7071067811865476,0.7071067811865476,0.0,1.0
8590922206,XAUUSD,-8.71,0.84,0.84,0,0,11.25,8.449999999999818,12.489999999999782,1.4781065088757457,8.449999999999818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.0,1.0
8590922218,BTCUSD,-0.82,0.84,0.84,0,0,49.8,80.9210000000021,140.00100000000384,1.7300947838014882,0.809210000000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,0.7071067811865476,0.7071067811865476,0.0,1.0
8590922209,XAGUSD,-38.35,0.6849999999999999,0.6849999999999999,0,0,66.03333333333333,0.7659999999999911,0.5250000000000057,0.6853785900783443,38.29999999999956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,0.7071067811865476,0.7071067811865476,0.0,1.0
8590999759,XAUUSD,-7.2,0.9199999999999999,0.9199999999999999,0,0,2.433333333333333,6.960000000000036,14.650000000000546,2.1048850574713316,6.960000000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.9659258262890683,0.25881904510252074,0.0,1.0
8591040396,XAUUSD,-11.42,0.9199999999999999,0.9199999999999999,0,0,0.5,11.420000000000073,16.30999999999949,1.428196147110279,11.420000000000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.0,1.0
8591041308,XAGUSD,-23.75,0.9199999999999999,0.9199999999999999,0,0,6.316666666666666,0.4450000000000003,0.7430000000000021,1.6696629213483183,22.250000000000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.0,1.0
8591094227,XAUUSD,-24.1,0.9199999999999999,0.9199999999999999,0,0,0.85,23.8100000000004,33.909999999999854,1.4241915161696466,23.8100000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.0,1.0
8591094236,XAGUSD,-27.2,0.9199999999999999,0.9199999999999999,0,0,0.6,0.5420000000000016,0.8789999999999978,1.6217712177121684,27.100000000000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1.0,6.123233995736766e-17,0.0,1.0
8591131636,XAGUSD,-23.05,0.67,0.67,0,0,3.466666666666667,0.8200000000000003,2.459000000000003,2.998780487804881,41.00000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,True,False,False,0.9659258262890683,-0.25881904510252063,0.0,1.0
8591146103,BTCUSD,-4.74,0.99,0.99,0,0,36.05,473.41300000000047,1173.044000000009,2.4778449261004827,4.734130000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,0.9659258262890683,-0.25881904510252063,0.0,1.0
8591185921,XAGUSD,-20.35,0.95,0.95,0,1,2.7,0.4029999999999916,0.6260000000000048,1.5533498759305653,20.14999999999958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.0,1.0
8591218418,XAGUSD,-8.95,0.8999999999999999,0.8999999999999999,0,0,3.2333333333333334,0.2710000000000008,0.44700000000000273,1.6494464944649498,13.550000000000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.0,1.0
8591260545,XAUUSD,13.18,0.99,0.99,1,0,0.9,15.269999999999527,13.13000000000011,0.8598559266536029,15.269999999999527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,0.0,1.0
8591260825,XAUUSD,17.28,0.99,0.99,1,0,0.9333333333333333,11.579999999999927,17.279999999999745,1.4922279792745987,11.579999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.7071067811865476,-0.7071067811865475,0.0,1.0
8591291564,XAGUSD,-14.3,0.99,0.99,0,1,28.6,0.26500000000000057,0.372000000000007,1.4037735849056838,13.250000000000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.0,1.0
8591295014,BTCUSD,-1.22,0.97,0.97,0,1,2.966666666666667,117.60100000000966,204.03499999998894,1.7349767433948025,1.1760100000000966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.0,1.0
8591350282,XAUUSD,57.69,0.89,0.89,1,1,1.5666666666666667,40.38000000000011,56.789999999999964,1.4063893016344677,40.38000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.258819045102521,-0.9659258262890682,0.0,1.0
8591350289,XAGUSD,-53.0,0.95,0.95,0,1,8.233333333333333,1.007000000000005,1.4849999999999994,1.4746772591856923,50.35000000000026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.258819045102521,-0.9659258262890682,0.0,1.0
8591398970,BTCUSD,5.93,0.99,0.99,1,0,11.633333333333333,292.554999999993,590.5479999999952,2.018587957819929,2.92554999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,0.258819045102521,-0.9659258262890682,0.0,1.0
8591398958,XAUUSD,43.13,0.99,0.99,1,0,15.5,28.0,42.23999999999978,1.5085714285714207,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,0.258819045102521,-0.9659258262890682,0.0,1.0
8591463743,XAUUSD,33.73,0.94,0.94,1,1,4.3,20.900000000000546,33.69999999999982,1.612440191387509,20.900000000000546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.0,1.0
8591463999,XAGUSD,28.15,0.99,0.99,1,1,4.116666666666666,0.3719999999999999,0.554000000000002,1.489247311827963,18.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.0,1.0
8591464092,BTCUSD,4.34,0.99,0.99,1,1,46.78333333333333,209.29800000000978,423.77999999999884,2.0247685118824785,2.092980000000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.0,1.0
8591563300,XAUUSD,-21.05,0.94,0.94,0,1,20.683333333333334,20.480000000000473,30.719999999999345,1.4999999999999334,20.480000000000473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.0,1.0
8591563307,XAGUSD,-19.4,0.94,0.94,0,1,10.35,0.3719999999999999,0.6310000000000002,1.696236559139786,18.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,-0.4999999999999997,-0.8660254037844388,0.0,1.0
8591634992,XAUUSD,-7.07,0.99,0.99,0,0,3.216666666666667,17.0600000000004,28.670000000000073,1.6805392731535405,17.0600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0
8591634998,XAGUSD,-6.05,0.8999999999999999,0.8999999999999999,0,0,3.216666666666667,0.3260000000000076,0.5409999999999968,1.6595092024539393,16.30000000000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,True,False,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0
8591635009,BTCUSD,2.25,0.99,0.99,1,0,8.233333333333333,132.60899999999674,223.8179999999993,1.6878039952039816,1.3260899999999674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,-0.7071067811865471,-0.7071067811865479,0.0,1.0
8591706710,BTCUSD,-1.5,0.99,0.99,0,1,9.0,148.7960000000021,319.9609999999957,2.1503333422940885,1.487960000000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,-0.8660254037844385,-0.5000000000000004,0.0,1.0
8591707253,BTCUSD,-0.86,0.99,0.99,0,1,4.266666666666667,151.82300000000396,315.60800000000745,2.0787891162735503,1.5182300000000397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,-0.8660254037844385,-0.5000000000000004,0.0,1.0
8574168456,EURUSD,-44.64,0.8999999999999999,0.8999999999999999,0,0,50.07532475,0.0007199999999998319,0.0009000000000001229,1.2500000000004625,44.63999999998958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8574168473,EURJPY,-28.69,0.8999999999999999,0.8999999999999999,0,0,20.215733250000003,0.11199999999999477,0.13599999999999568,1.2142857142857324,44.79999999999791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
8574199765,BTCUSD,6.15,0.8999999999999999,0.8999999999999999,1,1,3.1047497833333333,880.0330000000104,420.3799999999901,0.47768663220582086,264.0099000000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
8574200440,BTCUSD,13.28,0.8999999999999999,0.8999999999999999,1,1,36.32084463333333,793.5470000000059,506.86599999999453,0.6387346937232334,238.06410000000176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
8574620767,XAUUSD,10.5,0.8999999999999999,0.8999999999999999,1,1,9.0511797,29.950000000000728,36.06999999999971,1.2043405676126488,599.0000000000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,True,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
8574634230,USDJPY,100.91,0.8999999999999999,0.8999999999999999,1,0,44.613943866666666,0.24199999999999022,0.1839999999999975,0.760330578512417,179.07999999999276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
8574684752,XAGUSD,702.0,0.8999999999999999,0.8999999999999999,1,1,31.03003623333333,1.2590000000000003,2.016999999999996,1.6020651310563903,4532.4000000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,False,False,False,True,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723
